word
陳明卿
馬樹禮
袁委員守謙
吳嵩慶
鄧傳凱
胡董事長軌
省政府財政廳
詹天性
黨政小組
轉帳撥用
民黨台灣省黨部
敬陳
香港時報
大世界戲院
華興育幼院
買賣契約
省黨部
中華文化事業基金會
農復會
美援委員會
中國青年反共抗俄救國團
齊魯企業股份有限公司
聽證程序
全國統一
四四專案
土地使用權
疏散工程處
周慧瑛
臺北國際戲院
個人股東
金城專案
新聞局電檢處
林豐正
臺灣省政府建設廳
鍾時益
救濟年報
各縣市鄉鎮預算編審原則
三中案
指撥
台灣化學工廠
台中戲院
僑務委員
臺北地方法院
工礦黨部
放領耕地
林理事長溪圳
軍事犯
悅昇昌投資股份有限公司
華夏投資公司
文經會
國庫不是國民黨的私囊
彭明敏
行政院長蕭萬長
從政黨員同志
國發院
軍官訓練團
各級機關
裕台
本黨同志
光華投資
末廣館
錢劍秋
資本額
盈餘
王超凡
台灣省電影劇院公會
社團法人中國青年反共救國團
勞軍捐
競選費用補助金
總裁
徐柏園
台灣化學股份有限公司
許鄧樸
團務委員會
政黨補助金
中國國民黨臺灣省黨部主任委員郭澄
唐縱
遮蓋中國統戰廣播節目
黨政聯席會議
海外文化宣傳
地方自治團體
反共抗俄時期青年運動綱領
台灣放送協會
國家總預算
馬主任委員超俊
赤十字會社
學校軍訓實施概況報告書
常務委員會議
中廣
黨產小組
財團法人中華民國婦聯社會福利基金會
港澳少壯難民
中華民國民眾服務社
滿洲實業振興株式會社
海外留學生
影劇票附勸勞軍救災捐款
撥借
財政經濟緊急處分令
董顯光
西藏抗暴
廣電法
區級黨部補助費
傅雲
周宏濤
政治綜合小組
中央設計考核會
壽星商業大樓
徐巽華
齊魯公司
王則甫
文化經濟事業
國防部總政治作戰部
證管會
幹部訓練委員會
臺灣省新聞處
婦女反共抗俄聯合會
黨化教育
唐秘書長縱
政府公債增資
自由中國社論
遮蓋匪播
農村復興委員會
民眾服務總社
張京育
救災獎券
張主任炎元
補助
敵偽產業物資國庫轉帳手續
高青文粹
進出口業外匯附勸勞軍捐款協調小組組織要點
電影票附勸
民眾服務處
中影公司
國民黨陽明黨部
價值判斷
印藏聯戰工作
持續占用
公營事業
中央財務委員會
連部長震東
介壽堂
日產
革命實踐研究院
知識青年黨部
吳忠信
行政院民營輔導委員會
國際戲院
九龍商會
學校安定
張副主任泰祥
敵偽產業
徐慶鐘
動員戡亂時期人民團體法
救總
勸募運動
房地審議委員會
美援國際協款
中興山莊
郭澄
台灣省省有財產管理規則
尹國樑
國家總預算協款
中央財委會
氣球空飄
檢肅匪諜條例
春雷戰鬥營
張溫鷹
監察院
臺北市市有財產管理規則
為民服務費
陽明山
黃季陸
特種黨部大會
彭添富
金馬運動委員會
各種黨部達成戰鬥任務實施綱要
省訓團
省黨營事業
總統事略日記
南京國民政府行政院
日資電影院
農教電影公司
省議員李秋遠
南方常設館
葉公超
中國文協
反共抗俄宣傳費
台灣土地銀行
大陸工作費
上官主任業佑
振興復健醫學中心
林茂生
改造委員會
胡健中
革實院軍訓團
光華投資公司
投資事業管理委員會
國有特種房產
全國代表大會
徐培根
欣裕台
回教運動工作
梁寒操
集中保管
旅韓華僑反共抗俄運動委員會
行政院主計處
對港澳意見之處理辦法
社團法人中華救助總會
海外黨員登記編組辦法
省進出口公會聯合會
征收
谷振海
中國電視公司
黨營文化宣傳事業
特種房地
威權體制
台灣省地政處
蔣主任經國
海外對匪鬪爭工作統一指導委員會
股本
設計考核委員會
心戰歌曲
林朝宗
錢主任劍秋
中央電影公司
西藏
公產借用機關
鈴木紙廠
優先購買權
董事
港九救委會
欣光華股份有公司
集保公司
台灣證券集保公司
青年運動
日產電影院
建台橡膠
張宗棟
財產信託管理收入
方治
達賴喇嘛
梅屋敷
政策領導
中央電影股份有限公司
亞盟
啟聖成功大樓
維護學校安定協調執行小組
國民住宅處
赤十字社
中廣公司
國庫
中國電視事業股份有限公司
馬紀壯
魏道明
台灣防衛司令
反毛反鬪爭
劉中綱
立法委員
財團法人國家發展基金會
吳兆棠
占用
胡軌
行政院長連戰
省府秘書長徐鼐
聯合國兒童急救金委員會
行政院負責同志
日產戲院
陳瑞英
亞洲人民反共聯盟中華民國總會
臺北市議員
臺北市黨部
青年團體
臺灣省黨政聯席會議
傅百屏
協助政府推行政令
中國青年救國團
服務幹部
清晞電子公司
解決港澳難胞處理意見
日產轉帳撥用清冊
李敖
中華婦女聯合會
聯合陣線
臺北市
港澳政治活動之指示
啟聖實業股份有限公司
中華民國婦女反共抗俄聯合會
中改會
公有土地管理辦法
丘念臺
陳建中
陳誠副總裁
國防部總政治部
張副主任委員泰祥
東聯石化公司
台灣工礦股份有限公司
協助越北黨工同志及僑胞應變工作概要
李承龍
黃肇珩
承租
總統府戰略顧問
許水德
曾虛白
曹主任聖芬
王執行官
最高國防委員會
復興計劃
國民黨中央心理作戰指導會報
國家發展研究院
王建煊
第四組
國民黨公路黨部
三民主義統一中國大同盟
社運機構
黨國不分
農林公司
中央改造委員會決議彙編
華夏公司
民政廳
豫衡聯合中學
王宋瓊英
曹聖芬
中華民國團結自強協會
大專優秀青年
併計黨務人員年資
轉型正義
台電公司
愛國東路
成功段二小段
思想領導
顧孟餘
萬耀煌
大陳義胞輔導委員會
清寒學生同志獎學金
四中全會
財政部黨產專案報告
李慶華
婦女界勞軍費
姚大海
許次長紹昌
華夏大樓
畸零地
臺灣省改造委員會
市長官邸藝文沙龍
反共戰俘
桃園市水務局
石叟叢書
蔣彥士
欣和公司
南勢角工廠
轉增資
葉東滋
救濟大陸水災運動實施辦法
極機密
黨營事業
鄭主任彥棻
彭孟緝
裕臺企業股份有公司
游擊戰
國軍賓館
人民團體
戡亂時期檢肅匪諜條例
中五組
策動海內外黨的力量支援大陸工作
山莊
救濟大陸災胞辦法
黃紹祖
民主進步黨
婦女工作會
財團法人民族建設基金會
黃榮華
茸國公司
中影文化城
中國國民黨中央委員會文化工作會
中央電影
無權使用
轉飭
三中全會總裁指示與決議案執行情形報告表
政治獻金
黨費解繳
董從善
青年黨部
胡委員健中
以黨養黨
幹部訓練費
臺北縣政府財政廳
地方稅
倪文亞
立委林郁方
省執委會
台灣警備總司令部
臺北市中正區中正段一小段
思想教育
汪錫鈞
青年運動綱領
余井塘
黨政要員
民政局
臺灣電力公司
婦工會
知青黨部
心戰會報
生產事業黨部委員會
嘉義座
行政院國家資產經營管理委員會黨產處理專案小組
有限公司
吳副主任兆棠
苗栗縣議會議長陳愷悌
撥贈
鄭維芬
和樂戲院
社會事業費
鄭秘書森棨
中統
大陸工作
臺灣省各地服務機構統一實施辦法
區域區黨部基本工作實施要點
聯合國
秘書處
楊以專
臺灣省執委會
社團法人中國青年救國團
中國國民黨保防工作通則
真善美戲院
省主席
杭州南路
團委會
臺灣省政府公產管理處
嚴主席家淦
中國國民黨中央執行委員會統計調查局
婦聯總會
空飄心戰
海外教科書
留學生
新中國日報
台灣省工廠防火辦法
社會處
中國青年黨
總督府
陳果夫
臺影公司
黎明計畫
土地改革成果展覽會場
光復戲院
優秀青年同志出國深造
首長會議
鄭副主任森棨
文工會
中影
大團結聯合會
新世界館
環泥建設開發股份有公司
蔣常委經國
無黨無派
拆除原地上建物
張寶樹
李祖源
復興計畫
啟聖實業
策動海內外黨的力量支援大陸工作檢討案
葉自成
谷鳳翔
社團法人中國國民黨
國家安全局
陳壽昌
縣黨部
連震東
結匯附勸勞軍捐款專戶
中央黨務經費
孫立人
黨務指導員辦事處
審計部
救國團
陽明山管理局
心戰總隊
海外黨務小組
臺北市長
徐汝揖
黨費
政府外幣債券處理辦法
閻錫山
日人私產
軍人招待所
中央廣播
國防部心戰總隊
政黨發展基金條例
劉泰英
保安司令部
台銀
內政部民政司
中華救助總會
謝冠生
李壽雍
齊魯企業
各級知識青年黨部保防工作實施辦法
嚴家淦
民主社會黨
軍友社
楊總幹事志鞏
對敵鬥爭
政黨及其附隨組織不當取得財產處理條例
復興廣播電臺
中央常務委員會議
難胞
朱匯森
倪主任文亞
新生戲院
倪委員文亞
對敵心理作戰
中華印刷公司
全文參考
學苑
抵繳
省電劇公會
反共鬬爭
台灣窒素工業株式會社
人事費
軍訓團
光芒戰鬥營
青年活動中心
欣光華
總統府機要室資料組
入黨
特種外匯
市黨部
壽星座
臺灣區產業黨部委員會
松山油漆廠
葉主任翔之
反對黨
研考會
齊世英
中國廣播股份有限公司
國家檔案資訊網
國有特種基地
台灣農業教育電影股份有限公司
反共革命運動
南京行政院主計處
黨庫
中國民主社會黨
主計處
非公用土地
大通建設經紀公司
立委王建煊
東森華榮傳播事業股份有限公司
連戰
陳尙文
第二組
青年救國團
臺灣機械公司
景德股份有限公司
實質正義
沈昌煥
孫逸民
申請承購
心戰
馬星野
詹椿柏
中常會
臺灣省臨時省議會
證券金融事業管理規則
中央心理作戰指導會報
黨員黨費
台灣電影事業股份有限公司
業務費
亞洲太平洋自由民主聯盟
婦女聯合會
中國廣播公司
華夏投資股份有限公司
中央日報
敵偽資產管理處
謹呈
民眾服務
國庫通黨庫
古亭區
輔選經費
房屋興建工程費
政府防衛捐
陳慶瑜
李中慶
匪情研究社
學校大隊
國際宣傳費
青年夏令營
軍人之友總社
曙光計畫
婦女之家
中國國民黨臺灣省執行委員會
劉兆田
許紹昌
專門委員
黨產國用
李秋遠
交通部
補助費
反共抗俄
國際協款
中國廣播
俞大維
陳誠
中興電工
壽星戲院
建華投資股份有限公司
南勢角雷管工廠
財政部黨產小組
輔導積儲基金
立法院公報
皇民奉公會
中華民國軍人之友社
中國土木水利工程學會
中央投資公司
阿波羅投資
大秦紡織公司
趙自齊
中華民國民眾服務總社
進口外匯結匯付勸勞軍捐款實施辦法
勞工服務站
國民黨幹部訓練委員會
追徵
勞聲寰
革命實踐研究院軍訓團
職業介紹
設定負擔
徐立德
沈主任昌煥
香港文化協會
婦聯會
林森北路
嚴院長靜波
行政院美援運用委員會
統一管理
政黨財務申報資料
司法行政調查局
黃杰
中國國民黨生產事業黨部委員會
台灣總督府
臺灣廣播電臺
蔣經國
中投解繳收入
中國災胞救助總會
隨票附勸大陸救濟金
王人豪
李不韙
建議省政府轉飭縣市政府設立民眾服務處切實為民服務案
羅家倫
黨營經濟事業的回顧與前瞻
最速件
人二
宋主任秘書時選
民衆服務處站理監事會
監察人
中國青年反共救國團總團部
處理大陸逃港難胞問題措施辦法
革命實踐研究院軍官訓練團
液化氣
行政院
王寵惠
資源管理委員會
政府委託
中山獎學金
外匯管制
疏遷中部規劃委員會
進口結匯勞軍捐
統一各地服務機構督導小組組織簡則
省議員
經濟事業
無息貸款
青年服務團
中國大陸災胞救濟總會
反共義士義胞
谷委員正綱
臺灣省政府財政廳副廳長
博仁計劃
反共義士
中投
張發奎
第五組
都市計劃令
民眾服務支社
黨務工作報告
監察院調查報告
財務改進分組報告書
台獨思想
建華投資
資料來源
大陸工作座談會
事業機構解繳
忠貞黨員
嘉義戲院
外交部
援助留韓中國反共義士運動
國防部動員局
心戰宣傳
海外黨部徵求新黨員辦法
辜振甫
中華婦女反共抗俄聯合會
縣市社會事業費
台灣企業公司籌備處
台火公司
劉守成
國民黨
陳垚
阿波羅投資公司
台灣火柴股份有限公司
儲訓建國幹部
新聞局
翠鳳舞場
青年黨
中央執行委員會
洪蘭友
王任遠
鄭森棨
李萬居
張其昀
中央訓練團團長
林彬
中央宣傳部接管臺灣文化宣傳事業
光復大陸
法人股東
市有財產審議委員會
南方執行部
黎明心戰計畫
協欵
台影公司
梅屋敷旅館
海外原有黨員整肅之指示
中國國民黨經營事業管理通則
營運物資盈餘
陳啟天
第一組
交通通訊傳播大樓
陳副總裁
台灣銀行
實質法治國原則
徐部長慶鐘
地方選舉
促進轉型正義委員會
財團法人民生建設基金會
產權證明
黨職併公職
港澳難胞
反共抗俄總動員運動會報
臺北市政府
台籍學生
張群
杜殿英董事長
進出口公會
從政黨員
黃委員季陸
財團法人民權建設基金會
楊秋澤
張清溪
董事長
知識青年黨務指導委員會
股利收入
中華日報
轉帳
安定工作
陽明黨部
知識分子
京町翠鳳舞場
賴燊
國聲報社
中國國民黨
中央委員會
第三組
台灣省政府
裕臺企業
梅花戲院
鄭道儒
鄭彥棻
市議員周柏雅
美軍顧問團
臺灣放送協會
青年暑期活動
清晞電子股份有限公司
省有財產管理規則
宋時選
幼獅文化事業股份有限公司
陳嘉銘
光華投資股份有限公司
一二三自由日
敵偽
浦次長薛鳳
上官業佑
洪健昭
